slug,title,city,type,price,bedrooms,area,image,description,tags
casa-centro-2-quarto-s-45m2-2-vagas-3-quarto-s-35m2-1-vaga,Casa Centro | 2 quarto(s); 45m²; 2 vagas | 3 quarto(s); 35m²; 1 vaga,Peruíbe,Casa,750000,,,img/peruibe-chacara.png,Casa em Centro; Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 2 quarto(s); área 45m²; 2 vagas. Condomínio com lazer. 3 quarto(s); área 35m²; 1 vaga.,
apartamento-bertioga-3-quarto-s-120m2-sem-vaga-2-quarto-s-60m2-1-vaga,Apartamento Bertioga | 3 quarto(s); 120m²; Sem vaga | 2 quarto(s); 60m²; 1 vaga,Bertioga,Apartamento,410000,,,img/bertioga-apartamento.png,Apartamento novo em condomínio com lazer. Sem condomínio. 3 quarto(s); área 120m²; Sem vaga. Condomínio com lazer. 2 quarto(s); área 60m²; 1 vaga.,
apartamento-riviera-2-quarto-s-120m2-2-vagas-1-quarto-s-120m2-sem-vaga,Apartamento Riviera | 2 quarto(s); 120m²; 2 vagas | 1 quarto(s); 120m²; Sem vaga,Bertioga,Apartamento,410000,,,img/bertioga-apartamento.png,Apartamento em Riviera; Bertioga. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 2 quarto(s); área 120m²; 2 vagas. Condomínio fechado. 1 quarto(s); área 120m²; Sem vaga.,
casa-riviera-2-quarto-s-35m2-2-vagas-3-quarto-s-35m2-1-vaga,Casa Riviera | 2 quarto(s); 35m²; 2 vagas | 3 quarto(s); 35m²; 1 vaga,Bertioga,Casa,410000,,,img/bertioga-apartamento.png,Casa em Riviera; Bertioga. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 2 quarto(s); área 35m²; 2 vagas. Sem condomínio. 3 quarto(s); área 35m²; 1 vaga.,
apartamento-centro-sao-vicente-3-quarto-s-35m2-1-vaga-3-quarto-s-120m2-1-vaga,Apartamento Centro; São Vicente | 3 quarto(s); 35m²; 1 vaga | 3 quarto(s); 120m²; 1 vaga,São Vicente,Apartamento,850000,,,img/sv-casa-terrea.png,Apartamento em Centro; São Vicente. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 3 quarto(s); área 35m²; 1 vaga. Sem condomínio. 3 quarto(s); área 120m²; 1 vaga.,
apartamento-asturias-guaruja-3-quarto-s-45m2-sem-vaga-4-quarto-s-35m2-1-vaga,Apartamento Astúrias; Guarujá | 3 quarto(s); 45m²; Sem vaga | 4 quarto(s); 35m²; 1 vaga,Guarujá,Apartamento,850000,,,img/guaruja-sobrado.png,Apartamento em Astúrias; Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 3 quarto(s); área 45m²; Sem vaga. Sem condomínio. 4 quarto(s); área 35m²; 1 vaga.,
cobertura-vila-tupi-praia-grande-4-quarto-s-120m2-2-vagas-3-quarto-s-80m2-2-vagas,Cobertura Vila Tupi; Praia Grande | 4 quarto(s); 120m²; 2 vagas | 3 quarto(s); 80m²; 2 vagas,Praia Grande,Cobertura,2100000,,,img/pg-studio.png,Cobertura em Vila Tupi; Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 4 quarto(s); área 120m²; 2 vagas. Condomínio com lazer. 3 quarto(s); área 80m²; 2 vagas.,
cobertura-trevo-peruibe-3-quarto-s-45m2-1-vaga-3-quarto-s-45m2-1-vaga,Cobertura Trevo; Peruíbe | 3 quarto(s); 45m²; 1 vaga | 3 quarto(s); 45m²; 1 vaga,Peruíbe,Cobertura,2100000,,,img/peruibe-chacara.png,Cobertura em Trevo; Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 3 quarto(s); área 45m²; 1 vaga. Condomínio com lazer. 3 quarto(s); área 45m²; 1 vaga.,
terreno-centro-mongagua-3-quarto-s-120m2-sem-vaga-4-quarto-s-35m2-1-vaga,Terreno Centro; Mongaguá | 3 quarto(s); 120m²; Sem vaga | 4 quarto(s); 35m²; 1 vaga,Mongaguá,Terreno,950000,,,img/mongagua-apartamento.png,Terreno em Centro; Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 3 quarto(s); área 120m²; Sem vaga. Condomínio com lazer. 4 quarto(s); área 35m²; 1 vaga.,
terreno-centro-itanhaem-4-quarto-s-60m2-1-vaga-4-quarto-s-35m2-sem-vaga,Terreno Centro; Itanhaém | 4 quarto(s); 60m²; 1 vaga | 4 quarto(s); 35m²; Sem vaga,Itanhaém,Terreno,950000,,,img/itanhaem-terreno.png,Terreno em Centro; Itanhaém. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 4 quarto(s); área 60m²; 1 vaga. Sem condomínio. 4 quarto(s); área 35m²; Sem vaga.,
casa-solemar-praia-grande-4-quarto-s-35m2-1-vaga-1-quarto-s-45m2-1-vaga,Casa Solemar; Praia Grande | 4 quarto(s); 35m²; 1 vaga | 1 quarto(s); 45m²; 1 vaga,Praia Grande,Casa,620000,,,img/pg-studio.png,Casa em Solemar; Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 4 quarto(s); área 35m²; 1 vaga. Sem condomínio. 1 quarto(s); área 45m²; 1 vaga.,
casa-vera-cruz-mongagua-2-quarto-s-120m2-1-vaga-3-quarto-s-35m2-1-vaga,Casa Vera Cruz; Mongaguá | 2 quarto(s); 120m²; 1 vaga | 3 quarto(s); 35m²; 1 vaga,Mongaguá,Casa,620000,,,img/mongagua-apartamento.png,Casa em Vera Cruz; Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 2 quarto(s); área 120m²; 1 vaga. Condomínio fechado. 3 quarto(s); área 35m²; 1 vaga.,
apartamento-vila-sao-jorge-sao-vicente-4-quarto-s-100m2-1-vaga-4-quarto-s-100m2-sem-vaga,Apartamento Vila São Jorge; São Vicente | 4 quarto(s); 100m²; 1 vaga | 4 quarto(s); 100m²; Sem vaga,São Vicente,Apartamento,620000,,,img/sv-casa-terrea.png,Apartamento em Vila São Jorge; São Vicente. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 4 quarto(s); área 100m²; 1 vaga. Sem condomínio. 4 quarto(s); área 100m²; Sem vaga.,
apartamento-jardim-peruibe-peruibe-4-quarto-s-100m2-2-vagas-2-quarto-s-100m2-2-vagas,Apartamento Jardim Peruíbe; Peruíbe | 4 quarto(s); 100m²; 2 vagas | 2 quarto(s); 100m²; 2 vagas,Peruíbe,Apartamento,620000,,,img/peruibe-chacara.png,Apartamento em Jardim Peruíbe; Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 4 quarto(s); área 100m²; 2 vagas. Condomínio com lazer. 2 quarto(s); área 100m²; 2 vagas.,
casa-centro-mongagua-3-quarto-s-100m2-1-vaga-4-quarto-s-60m2-sem-vaga,Casa Centro; Mongaguá | 3 quarto(s); 100m²; 1 vaga | 4 quarto(s); 60m²; Sem vaga,Mongaguá,Casa,620000,,,img/mongagua-apartamento.png,Casa em Centro; Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 3 quarto(s); área 100m²; 1 vaga. Condomínio com lazer. 4 quarto(s); área 60m²; Sem vaga.,
casa-jardim-sao-lourenco-bertioga-1-quarto-s-120m2-sem-vaga-3-quarto-s-100m2-sem-vaga,Casa Jardim São Lourenço; Bertioga | 1 quarto(s); 120m²; Sem vaga | 3 quarto(s); 100m²; Sem vaga,Bertioga,Casa,620000,,,img/bertioga-apartamento.png,Casa em Jardim São Lourenço; Bertioga. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 1 quarto(s); área 120m²; Sem vaga. Condomínio fechado. 3 quarto(s); área 100m²; Sem vaga.,
studio-centro-bertioga-3-quarto-s-35m2-2-vagas-1-quarto-s-45m2-sem-vaga,Studio Centro; Bertioga | 3 quarto(s); 35m²; 2 vagas | 1 quarto(s); 45m²; Sem vaga,Bertioga,Studio,280000,,,img/bertioga-apartamento.png,Studio em Centro; Bertioga. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 3 quarto(s); área 35m²; 2 vagas. Condomínio fechado. 1 quarto(s); área 45m²; Sem vaga.,
studio-pitangueiras-guaruja-2-quarto-s-80m2-1-vaga-3-quarto-s-120m2-1-vaga,Studio Pitangueiras; Guarujá | 2 quarto(s); 80m²; 1 vaga | 3 quarto(s); 120m²; 1 vaga,Guarujá,Studio,280000,,,img/guaruja-sobrado.png,Studio em Pitangueiras; Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 2 quarto(s); área 80m²; 1 vaga. Condomínio fechado. 3 quarto(s); área 120m²; 1 vaga.,
apartamento-cibratel-itanhaem-3-quarto-s-100m2-1-vaga-2-quarto-s-45m2-sem-vaga,Apartamento Cibratel; Itanhaém | 3 quarto(s); 100m²; 1 vaga | 2 quarto(s); 45m²; Sem vaga,Itanhaém,Apartamento,280000,,,img/itanhaem-terreno.png,Apartamento em Cibratel; Itanhaém. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 3 quarto(s); área 100m²; 1 vaga. Condomínio fechado. 2 quarto(s); área 45m²; Sem vaga.,
apartamento-macuco-santos-1-quarto-s-120m2-2-vagas-2-quarto-s-35m2-2-vagas,Apartamento Macuco; Santos | 1 quarto(s); 120m²; 2 vagas | 2 quarto(s); 35m²; 2 vagas,Santos,Apartamento,280000,,,img/santos-apartamento-vista-mar.png,Apartamento em Macuco; Santos. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 1 quarto(s); área 120m²; 2 vagas. Condomínio com lazer. 2 quarto(s); área 35m²; 2 vagas.,
casa-sao-miguel-peruibe-2-quarto-s-45m2-2-vagas-4-quarto-s-60m2-1-vaga,Casa São Miguel; Peruíbe | 2 quarto(s); 45m²; 2 vagas | 4 quarto(s); 60m²; 1 vaga,Peruíbe,Casa,280000,,,img/peruibe-chacara.png,Casa em São Miguel; Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 2 quarto(s); área 45m²; 2 vagas. Condomínio fechado. 4 quarto(s); área 60m²; 1 vaga.,
casa-gonzaga-santos-1-quarto-s-100m2-2-vagas-3-quarto-s-120m2-2-vagas,Casa Gonzaga; Santos | 1 quarto(s); 100m²; 2 vagas | 3 quarto(s); 120m²; 2 vagas,Santos,Casa,280000,,,img/santos-apartamento-vista-mar.png,Casa em Gonzaga; Santos. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 1 quarto(s); área 100m²; 2 vagas. Sem condomínio. 3 quarto(s); área 120m²; 2 vagas.,
terreno-jose-menino-santos-1-quarto-s-35m2-2-vagas-4-quarto-s-35m2-sem-vaga,Terreno José Menino; Santos | 1 quarto(s); 35m²; 2 vagas | 4 quarto(s); 35m²; Sem vaga,Santos,Terreno,180000,,,img/santos-apartamento-vista-mar.png,Terreno em José Menino; Santos. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 1 quarto(s); área 35m²; 2 vagas. Condomínio fechado. 4 quarto(s); área 35m²; Sem vaga.,
terreno-vera-cruz-mongagua-2-quarto-s-35m2-1-vaga-3-quarto-s-120m2-sem-vaga,Terreno Vera Cruz; Mongaguá | 2 quarto(s); 35m²; 1 vaga | 3 quarto(s); 120m²; Sem vaga,Mongaguá,Terreno,180000,,,img/mongagua-apartamento.png,Terreno em Vera Cruz; Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 2 quarto(s); área 35m²; 1 vaga. Sem condomínio. 3 quarto(s); área 120m²; Sem vaga.,
apartamento-centro-mongagua-1-quarto-s-35m2-sem-vaga-2-quarto-s-80m2-1-vaga,Apartamento Centro; Mongaguá | 1 quarto(s); 35m²; Sem vaga | 2 quarto(s); 80m²; 1 vaga,Mongaguá,Apartamento,180000,,,img/mongagua-apartamento.png,Apartamento em Centro; Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 1 quarto(s); área 35m²; Sem vaga. Sem condomínio. 2 quarto(s); área 80m²; 1 vaga.,
apartamento-vicente-de-carvalho-guaruja-1-quarto-s-100m2-1-vaga-2-quarto-s-120m2-1-vaga,Apartamento Vicente de Carvalho; Guarujá | 1 quarto(s); 100m²; 1 vaga | 2 quarto(s); 120m²; 1 vaga,Guarujá,Apartamento,180000,,,img/guaruja-sobrado.png,Apartamento em Vicente de Carvalho; Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 1 quarto(s); área 100m²; 1 vaga. Condomínio com lazer. 2 quarto(s); área 120m²; 1 vaga.,
casa-centro-peruibe-4-quarto-s-100m2-1-vaga-2-quarto-s-35m2-1-vaga,Casa Centro; Peruíbe | 4 quarto(s); 100m²; 1 vaga | 2 quarto(s); 35m²; 1 vaga,Peruíbe,Casa,180000,,,img/peruibe-chacara.png,Casa em Centro; Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 4 quarto(s); área 100m²; 1 vaga. Condomínio fechado. 2 quarto(s); área 35m²; 1 vaga.,
casa-boqueirao-praia-grande-4-quarto-s-45m2-sem-vaga-3-quarto-s-100m2-sem-vaga,Casa Boqueirão; Praia Grande | 4 quarto(s); 45m²; Sem vaga | 3 quarto(s); 100m²; Sem vaga,Praia Grande,Casa,180000,,,img/pg-studio.png,Casa em Boqueirão; Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 4 quarto(s); área 45m²; Sem vaga. Sem condomínio. 3 quarto(s); área 100m²; Sem vaga.,
apartamento-jardim-sao-lourenco-bertioga-2-quarto-s-120m2-2-vagas-3-quarto-s-80m2-1-vaga,Apartamento Jardim São Lourenço; Bertioga | 2 quarto(s); 120m²; 2 vagas | 3 quarto(s); 80m²; 1 vaga,Bertioga,Apartamento,340000,,,img/bertioga-apartamento.png,Apartamento em Jardim São Lourenço; Bertioga. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 2 quarto(s); área 120m²; 2 vagas. Condomínio com lazer. 3 quarto(s); área 80m²; 1 vaga.,
apartamento-boqueirao-praia-grande-3-quarto-s-80m2-sem-vaga-3-quarto-s-120m2-2-vagas,Apartamento Boqueirão; Praia Grande | 3 quarto(s); 80m²; Sem vaga | 3 quarto(s); 120m²; 2 vagas,Praia Grande,Apartamento,340000,,,img/pg-studio.png,Apartamento em Boqueirão; Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 3 quarto(s); área 80m²; Sem vaga. Condomínio com lazer. 3 quarto(s); área 120m²; 2 vagas.,
apartamento-vila-tupi-praia-grande-1-quarto-s-45m2-1-vaga-4-quarto-s-80m2-1-vaga,Apartamento Vila Tupi; Praia Grande | 1 quarto(s); 45m²; 1 vaga | 4 quarto(s); 80m²; 1 vaga,Praia Grande,Apartamento,340000,,,img/pg-studio.png,Apartamento em Vila Tupi; Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 1 quarto(s); área 45m²; 1 vaga. Sem condomínio. 4 quarto(s); área 80m²; 1 vaga.,
casa-centro-sao-vicente-3-quarto-s-35m2-sem-vaga-1-quarto-s-80m2-sem-vaga,Casa Centro; São Vicente | 3 quarto(s); 35m²; Sem vaga | 1 quarto(s); 80m²; Sem vaga,São Vicente,Casa,340000,,,img/sv-casa-terrea.png,Casa em Centro; São Vicente. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 3 quarto(s); área 35m²; Sem vaga. Condomínio com lazer. 1 quarto(s); área 80m²; Sem vaga.,
casa-jardim-peruibe-peruibe-2-quarto-s-100m2-1-vaga-3-quarto-s-35m2-1-vaga,Casa Jardim Peruíbe; Peruíbe | 2 quarto(s); 100m²; 1 vaga | 3 quarto(s); 35m²; 1 vaga,Peruíbe,Casa,340000,,,img/peruibe-chacara.png,Casa em Jardim Peruíbe; Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 2 quarto(s); área 100m²; 1 vaga. Condomínio fechado. 3 quarto(s); área 35m²; 1 vaga.,
casa-aguas-mongagua-1-quarto-s-120m2-sem-vaga-1-quarto-s-120m2-2-vagas,Casa Águas; Mongaguá | 1 quarto(s); 120m²; Sem vaga | 1 quarto(s); 120m²; 2 vagas,Mongaguá,Casa,520000,,,img/mongagua-apartamento.png,Casa em Águas; Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 1 quarto(s); área 120m²; Sem vaga. Sem condomínio. 1 quarto(s); área 120m²; 2 vagas.,
casa-sorocotuba-guaruja-2-quarto-s-35m2-1-vaga-1-quarto-s-45m2-2-vagas,Casa Sorocotuba; Guarujá | 2 quarto(s); 35m²; 1 vaga | 1 quarto(s); 45m²; 2 vagas,Guarujá,Casa,520000,,,img/guaruja-sobrado.png,Casa em Sorocotuba; Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 2 quarto(s); área 35m²; 1 vaga. Sem condomínio. 1 quarto(s); área 45m²; 2 vagas.,
apartamento-vera-cruz-mongagua-1-quarto-s-100m2-1-vaga-4-quarto-s-60m2-1-vaga,Apartamento Vera Cruz; Mongaguá | 1 quarto(s); 100m²; 1 vaga | 4 quarto(s); 60m²; 1 vaga,Mongaguá,Apartamento,520000,,,img/mongagua-apartamento.png,Apartamento em Vera Cruz; Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 1 quarto(s); área 100m²; 1 vaga. Sem condomínio. 4 quarto(s); área 60m²; 1 vaga.,
apartamento-rio-preto-peruibe-4-quarto-s-45m2-sem-vaga-4-quarto-s-120m2-2-vagas,Apartamento Rio Preto; Peruíbe | 4 quarto(s); 45m²; Sem vaga | 4 quarto(s); 120m²; 2 vagas,Peruíbe,Apartamento,520000,,,img/peruibe-chacara.png,Apartamento em Rio Preto; Peruíbe. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 4 quarto(s); área 45m²; Sem vaga. Condomínio fechado. 4 quarto(s); área 120m²; 2 vagas.,
casa-centro-guaruja-4-quarto-s-45m2-2-vagas-4-quarto-s-60m2-2-vagas,Casa Centro; Guarujá | 4 quarto(s); 45m²; 2 vagas | 4 quarto(s); 60m²; 2 vagas,Guarujá,Casa,520000,,,img/guaruja-sobrado.png,Casa em Centro; Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 4 quarto(s); área 45m²; 2 vagas. Condomínio com lazer. 4 quarto(s); área 60m²; 2 vagas.,
casa-embare-santos-2-quarto-s-35m2-1-vaga-3-quarto-s-120m2-1-vaga,Casa Embaré; Santos | 2 quarto(s); 35m²; 1 vaga | 3 quarto(s); 120m²; 1 vaga,Santos,Casa,520000,,,img/santos-apartamento-vista-mar.png,Casa em Embaré; Santos. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 2 quarto(s); área 35m²; 1 vaga. Condomínio fechado. 3 quarto(s); área 120m²; 1 vaga.,
casa-macuco-santos-4-quarto-s-60m2-2-vagas-3-quarto-s-80m2-sem-vaga,Casa Macuco; Santos | 4 quarto(s); 60m²; 2 vagas | 3 quarto(s); 80m²; Sem vaga,Santos,Casa,750000,,,img/santos-apartamento-vista-mar.png,Casa em Macuco; Santos. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 4 quarto(s); área 60m²; 2 vagas. Condomínio com lazer. 3 quarto(s); área 80m²; Sem vaga.,
casa-asturias-guaruja-4-quarto-s-120m2-1-vaga-3-quarto-s-120m2-2-vagas,Casa Astúrias; Guarujá | 4 quarto(s); 120m²; 1 vaga | 3 quarto(s); 120m²; 2 vagas,Guarujá,Casa,750000,,,img/guaruja-sobrado.png,Casa em Astúrias; Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 4 quarto(s); área 120m²; 1 vaga. Sem condomínio. 3 quarto(s); área 120m²; 2 vagas.,
apartamento-agenor-campos-mongagua-1-quarto-s-35m2-2-vagas-1-quarto-s-80m2-1-vaga,Apartamento Agenor Campos; Mongaguá | 1 quarto(s); 35m²; 2 vagas | 1 quarto(s); 80m²; 1 vaga,Mongaguá,Apartamento,750000,,,img/mongagua-apartamento.png,Apartamento em Agenor Campos; Mongaguá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 1 quarto(s); área 35m²; 2 vagas. Condomínio com lazer. 1 quarto(s); área 80m²; 1 vaga.,
casa-tupi-praia-grande-3-quarto-s-35m2-1-vaga-3-quarto-s-60m2-1-vaga,Casa Tupi; Praia Grande | 3 quarto(s); 35m²; 1 vaga | 3 quarto(s); 60m²; 1 vaga,Praia Grande,Casa,750000,,,img/pg-studio.png,Casa em Tupi; Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 3 quarto(s); área 35m²; 1 vaga. Condomínio com lazer. 3 quarto(s); área 60m²; 1 vaga.,
casa-pernambuco-guaruja-2-quarto-s-100m2-2-vagas-1-quarto-s-120m2-sem-vaga,Casa Pernambuco; Guarujá | 2 quarto(s); 100m²; 2 vagas | 1 quarto(s); 120m²; Sem vaga,Guarujá,Casa,750000,,,img/guaruja-sobrado.png,Casa em Pernambuco; Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio fechado. 2 quarto(s); área 100m²; 2 vagas. Condomínio com lazer. 1 quarto(s); área 120m²; Sem vaga.,
apartamento-solemar-praia-grande-4-quarto-s-45m2-2-vagas-4-quarto-s-35m2-1-vaga,Apartamento Solemar; Praia Grande | 4 quarto(s); 45m²; 2 vagas | 4 quarto(s); 35m²; 1 vaga,Praia Grande,Apartamento,410000,,,img/pg-studio.png,Apartamento em Solemar; Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Condomínio com lazer. 4 quarto(s); área 45m²; 2 vagas. Sem condomínio. 4 quarto(s); área 35m²; 1 vaga.,
apartamento-tupi-praia-grande-2-quarto-s-35m2-2-vagas-3-quarto-s-100m2-2-vagas,Apartamento Tupi; Praia Grande | 2 quarto(s); 35m²; 2 vagas | 3 quarto(s); 100m²; 2 vagas,Praia Grande,Apartamento,410000,,,img/pg-studio.png,Apartamento em Tupi; Praia Grande. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 2 quarto(s); área 35m²; 2 vagas. Sem condomínio. 3 quarto(s); área 100m²; 2 vagas.,
apartamento-sorocotuba-guaruja-1-quarto-s-35m2-sem-vaga-4-quarto-s-35m2-1-vaga,Apartamento Sorocotuba; Guarujá | 1 quarto(s); 35m²; Sem vaga | 4 quarto(s); 35m²; 1 vaga,Guarujá,Apartamento,410000,,,img/guaruja-sobrado.png,Apartamento em Sorocotuba; Guarujá. Perfeito para quem busca conforto e localização estratégica no litoral de SP. Sem condomínio. 1 quarto(s); área 35m²; Sem vaga. Condomínio com lazer. 4 quarto(s); área 35m²; 1 vaga.,
